YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2025 Regular Session,HB1174,Montgomery County - Alcoholic Beverages - Class BD-BWL Licenses - Multiple Licenses MC 18-25,Increasing to two the number of Class BD-BWL alcoholic beverages licenses in Montgomery County that the same person may hold; and specifying that the establishment for which a second class BD-BWL license is issued shall have average daily receipts from the sale of food that exceed the average daily receipts from the sale of alcoholic beverages.,"This bill increases the maximum number of Class BD–BWL alcoholic beverages licenses that a single person may hold in Montgomery County from one to two. For a second Class BD–BWL license to be issued, the establishment must have average daily receipts from food sales that exceed average daily receipts from alcoholic beverage sales. The second license also restricts off-premises sales to only private-label products manufactured exclusively for the holder. It also clarifies that multiple Class BD–BWL licenses may be issued for the same premises or to an individual.",False,2025.0,,,Montgomery County Alcoholic Beverages Board,"Businesses and individuals in Montgomery County who hold or seek to hold Class BD–BWL alcoholic beverages licenses, particularly those operating restaurants or establishments that sell beer, wine, and liquor for on-premises consumption.","This bill makes minor regulatory adjustments to existing alcohol licensing rules in Montgomery County, primarily by increasing the number of licenses a single entity can hold under specific conditions. It does not introduce new technologies or novel approaches to government services or administration.",1,This bill focuses on alcoholic beverage licensing regulations for businesses in Montgomery County. It does not contain any provisions that directly address or aim to alleviate child poverty.,1
2025 Regular Session,HB1191,Family Law - Child Custody - Determinations,"Authorizing the court, in determining legal and physical custody in certain child custody proceedings, to consider certain factors; and authorizing the court to modify a child custody or visitation order if the court determines that there has been a material change in circumstances since the issuance of the order that related to the needs of the child or the ability of the parents to meet those needs and that modifying the order is in the best interests of the child.","This bill amends Maryland's Family Law to provide courts with a comprehensive list of factors to consider when determining legal and physical child custody and visitation. These factors include child stability, contact with parents, parental roles, child's developmental needs, safety, parental communication, and the child's preference, among others. It also specifies conditions under which a child custody or visitation order may be modified, including a material change in circumstances such as a parent's proposed relocation.",False,,,,Maryland State courts handling family law cases,Children and their parents involved in child custody and visitation proceedings in Maryland,This bill is not particularly innovative. It provides a more explicit and comprehensive framework for courts to use when making child custody decisions by enumerating specific factors. This is a refinement of existing legal processes rather than an introduction of new technologies or novel governmental approaches.,1,"The bill does not directly address child poverty. Its focus is on establishing comprehensive criteria for courts to determine child custody and visitation in the child's best interest, considering factors such as stability, welfare, and day-to-day needs (e.g., food, shelter, clothing). While a stable and supportive home environment, facilitated by clear custody guidelines, can indirectly contribute to a child's overall well-being and potentially reduce vulnerability to poverty, the bill does not provide direct financial aid, poverty reduction programs, or economic interventions.",3
2025 Regular Session,HB1193,Housing Development Permits - Local Reporting Requirements (Maryland Housing Data Transparency Act),"Requiring certain counties to report information quarterly about certain housing development permits to the Department of Planning, beginning January 1, 2027; authorizing municipalities to make certain quarterly reports to the Department regarding housing development permits issued by the municipality, beginning January 1, 2027; and requiring the Department of Planning to make certain permit information available on a public, interactive, and searchable website.","The Maryland Housing Data Transparency Act requires counties that issue at least 50 building permits for new residential units annually to submit quarterly reports on housing development permits to the Department of Planning, starting January 1, 2027. Municipalities are authorized to submit similar reports. The Department of Planning must then publish this information on a public, interactive, and searchable website, categorized by housing type and county, by July 1, 2027, and submit annual reports to the Governor and General Assembly.",False,2027.0,,,Maryland Department of Planning,"Counties that issue at least 50 building or development permits for new residential units annually, municipalities (optionally), the Maryland Department of Planning, and the general public interested in housing development data.","The program enhances housing data transparency by mandating quarterly reporting from counties and requiring the Department of Planning to publish this information on a public, interactive, and searchable website, organized by specific housing types and counties. While online data publication is not new, the specified level of detail and accessibility for housing development permits contributes to improved governmental transparency and public information access.",5,"This bill focuses on increasing transparency and data availability regarding housing development permits. It does not directly provide services, financial aid, or specific programs aimed at alleviating child poverty. Any potential impact on child poverty would be indirect, by potentially informing future housing policies or planning, rather than a direct intervention.",1
2025 Regular Session,HB1195,"Washington Suburban Sanitary Commission - Membership, Reporting, Billing, and Planning (WSSC Planning and Reporting Act of 2025) MC/PG 105-25",Requiring one of the three commissioners from Montgomery County on the Washington Suburban Sanitary Commission to be the Director of the Montgomery County Department of Environmental Protection or a designee; requiring the Commission to submit a long range comprehensive financial plan in a certain manner; requiring the budget authorization for the Office of the Inspector General of the Commission to be approved independently and without involvement of Commission staff; etc.,"The bill, known as the WSSC Planning and Reporting Act of 2025, reforms the Washington Suburban Sanitary Commission (WSSC) by altering its membership to include the Montgomery County Department of Environmental Protection Director, enhancing financial planning requirements through long-range comprehensive plans and stress testing, and increasing transparency by mandating the publication of financial, operational, and customer dispute data on its website. It also strengthens oversight by requiring independent budget approval and external peer reviews for the WSSC Office of the Inspector General, mandating reports on high bill adjustments and customer engagement process improvements, requiring WSSC to assess ad valorem taxes for compliance purposes, and commissioning an independent evaluation of WSSC's efficiency and sustainability. Additionally, it aims to move towards fixed periodic water and sewer billing without estimated usage.",False,2025.0,,,Washington Suburban Sanitary Commission (WSSC),"Residents and customers of the Washington Suburban Sanitary Commission in Montgomery County and Prince George's County, Montgomery County and Prince George's County governments, WSSC commissioners and staff, and the Maryland General Assembly.","The bill focuses on implementing best practices in public utility governance, financial planning, and transparency. It mandates stress testing for financial plans, enhanced public access to detailed operational and financial data through a searchable website, independent oversight for the Inspector General, and external peer reviews, which are robust but generally established approaches to good government rather than employing new technologies or cutting-edge innovations. The move towards fixed periodic billing without estimated usage is an operational improvement rather than an innovation.",3,"The program's potential for direct impact on child poverty is very low. While it mandates reports on high bill adjustments and improvements to customer engagement for high bills, which could offer some indirect relief to families struggling with utility costs, it does not establish direct financial assistance programs or interventions specifically targeting child poverty. Its primary focus is on the governance, financial stability, and transparency of a public utility.",2
2025 Regular Session,HB1200,Property Tax - Credit for Law Enforcement Officer or Rescue Worker - Expansion to Judicial Officer,"Authorizing the governing body of a county or municipal corporation or the Mayor and City Council of Baltimore City to provide a certain property tax credit to certain judicial officers, surviving spouses, or cohabitants; requiring the county or municipal corporation to define, by law, who is a correctional officer and judicial officer; and applying the Act retroactively to all taxable years beginning after June 30, 2022.","This bill expands an existing local property tax credit to include judicial officers, their surviving spouses, or cohabitants. Previously, this credit was available to certain disabled law enforcement officers, rescue workers, or their surviving spouses/cohabitants. The bill also redefines ""public safety officer"" to include correctional officers, law enforcement officers, and members of fire, rescue, or emergency medical services. Counties and municipal corporations, including Baltimore City, are authorized to define who qualifies as a correctional officer, judicial officer, and public safety officer for the purpose of granting this credit. The Act applies retroactively to taxable years beginning after June 30, 2022.",False,2022.0,,,The governing body of a county or municipal corporation or the Mayor and City Council of Baltimore City,"Judicial officers, correctional officers, law enforcement officers, members of fire, rescue, or emergency medical services who are permanently and totally disabled as a result of or in the course of employment, or their surviving spouses or cohabitants if the officer or worker died in service. Their families may also be indirectly impacted.","This bill is not particularly innovative. It expands eligibility for an existing property tax credit to additional categories of public servants, representing a conventional adjustment to tax policy rather than a new technology or novel governmental approach.",2,"The bill expands a property tax credit to certain judicial officers, disabled public safety officers, or their surviving spouses/cohabitants. While providing financial relief to these individuals, which could indirectly benefit their families and children by freeing up household funds, it is not directly targeted at reducing child poverty as a primary goal or mechanism. The impact on child poverty is therefore indirect and incidental, not direct.",2
2025 Regular Session,HB1204,Public and Nonpublic Schools - Student Elopement - Notice and Reporting Requirements (Ace's Law),"Requiring certain public and nonpublic schools to notify a parent or guardian if a student attempts or accomplishes an elopement, the act of leaving the school campus without permission; requiring certain schools and individualized education program teams to review and address with relevant stakeholders certain behavior in updating a student's individualized education program or behavior intervention plan; etc.","This bill, known as Ace's Law, requires public and nonpublic schools in Maryland to notify a student's parent or guardian on the same day if a student attempts or accomplishes an elopement from the school campus. Additionally, it mandates that schools or individualized education program (IEP) teams annually review and address a student's wandering or elopement behavior when updating the student's IEP or behavior intervention plan.",False,2025.0,,,Public and nonpublic schools; Individualized Education Program (IEP) teams,"Students in public and nonpublic schools, particularly those with Individualized Education Programs (IEPs) or Behavior Intervention Plans (BIPs), and their parents or guardians.","The bill focuses on reinforcing existing safety protocols and communication channels between schools and parents, specifically regarding student elopement. It mandates notification requirements and annual review of behavior plans but does not introduce new technologies or fundamentally alter existing governmental approaches to education or student safety.",1,"The bill's direct impact on child poverty is very low. It addresses student safety and parental communication concerning elopement and wandering behavior, which can indirectly contribute to a more stable learning environment for all students. However, it does not offer direct financial aid, specific educational resources targeting poverty, or economic interventions designed to reduce child poverty.",1
2025 Regular Session,HB1207,Montgomery County - Board of Education - Student Member Compensation MC 7-25,Altering the compensation of the student member of the Montgomery County Board of Education.,"This bill amends Maryland education law to increase the compensation for elected members of the Montgomery County Board of Education, with increases phased in starting December 1, 2025, and December 1, 2026. It also alters the compensation structure for the student member, providing a scholarship and a one-time stipend. The student member's compensation will be a percentage of an elected member's annual compensation, with different percentages applying through the term ending in 2026 and beginning with the term starting in 2026.",False,2025.0,,,Montgomery County Board of Education,Elected members of the Montgomery County Board of Education and the student member of the Montgomery County Board of Education.,"This bill primarily adjusts the compensation amounts and structure for existing roles within the Montgomery County Board of Education. It does not introduce new technologies, services, or significantly alter government approaches beyond standard administrative changes.",1,"The bill provides compensation to the student member of the Montgomery County Board of Education in the form of a scholarship and stipend. While this directly benefits the individual student member, potentially assisting with higher education costs and immediate financial needs, it is targeted at a single individual per term and does not establish a broad program to address child poverty within the county.",2
2025 Regular Session,HB1209,Child Abuse and Neglect - Reports and Records - Disclosure,Requiring a local director of a local department of social services or the Secretary of Human Services to disclose certain reports and records of child abuse and neglect within 30 days after receiving a request if certain conditions are met; requiring the Secretary to notify the State's Attorney's office of a request to disclose certain reports and records of child abuse and neglect; requiring the State's Attorney's office to be given 30 days during which the office is authorized to redact certain portions of the reports and records; etc.,"This bill modifies the conditions and procedures for disclosing reports and records of child abuse and neglect in Maryland. It requires a local director of a local department of social services or the Secretary of Human Services to disclose such information within 30 days of a request, specifically if the child was in custody or subject to an investigation by a state agency, and suffered a fatality or near fatality. The disclosed information is limited to actions or omissions of the social services department or its agents. The bill also mandates that the Secretary notify the State’s Attorney’s office of such a request, allowing the State’s Attorney 30 days to redact any information that would seriously hinder a criminal prosecution. If redaction occurs, the State's Attorney's office must notify the local director or Secretary within 10 days of the conclusion of the related investigation or prosecution, after which the full disclosure proceeds within 30 days.",False,2025.0,,,"Maryland Department of Human Services (Secretary) and local departments of social services, in coordination with the State’s Attorney’s office.","Children who have experienced abuse or neglect leading to a fatality or near fatality, their families, individuals or entities requesting these records, social services personnel, and law enforcement agencies.","The bill focuses on procedural changes to existing disclosure policies for child abuse and neglect records, aiming to improve transparency and inter-agency coordination. It does not introduce new technologies or fundamentally new approaches to government services.",1,"This bill primarily addresses the disclosure of child abuse and neglect records, particularly in cases of fatality or near fatality. While increased transparency might indirectly contribute to better child protection policies, it does not directly provide financial assistance, services, or programs aimed at alleviating child poverty.",1
2025 Regular Session,HB1222,Public Safety - Immigration Enforcement (Maryland Values Act),"Requiring federal law enforcement officers to notify certain individuals of federal immigration action at certain sensitive locations; prohibiting certain schools, libraries, and units of State or local government that operate at certain sensitive locations from allowing certain federal personnel access to areas not accessible to the general public, subject to certain exceptions; requiring the Attorney General to develop and publish certain guidance regarding immigration enforcement actions at certain sensitive locations; etc.","The Maryland Values Act establishes protections for residents by regulating immigration enforcement actions within the state. It requires federal officers to notify individuals of immigration actions at ""sensitive locations"" (e.g., schools, hospitals) and limits federal access to non-public areas of these locations without a warrant. The bill also prohibits state and local entities from entering into immigration enforcement agreements with the federal government and requires existing ones to be terminated. It mandates that state/local correctional facilities provide notice of release for certain individuals subject to federal immigration detainers, allowing transfer only if it doesn't extend their scheduled release. Furthermore, it directs the Attorney General to issue guidance on immigration enforcement at sensitive locations and requires governmental entities to develop procedures to protect personal and geolocation data from harmful sale or redisclosure.",False,2025.0,,,"Maryland Attorney General; Maryland Department of Information Technology; various State and local governmental entities, including correctional facilities, law enforcement agencies, public schools, and public libraries.","Individuals subject to federal immigration actions; federal, State, and local law enforcement officers; employees and agents of State and local correctional facilities; public schools, public libraries, and units of State or local government operating at sensitive locations; private entities providing health, education, shelter, or access to justice services; and all residents of the State (regarding personal data privacy).","This bill introduces several innovative approaches, particularly in defining and protecting 'sensitive locations' from disruptive immigration enforcement actions. It also mandates the development of robust procedures to prevent the harmful sale and redisclosure of personal records and geolocation data collected or made available by governmental entities, demonstrating a proactive stance on digital privacy in the context of government operations.",7,"The bill has an indirect positive impact on child poverty by protecting vulnerable families from disruptive immigration enforcement at sensitive locations like schools and healthcare facilities, ensuring continued access to essential services. It also aims to safeguard personal data, which can further protect families. While not directly providing economic support, these measures can contribute to family stability and reduce barriers that exacerbate poverty.",5
2025 Regular Session,HB1223,State Board of Cosmetologists - Licensing - Eyelash Extensions,"Authorizing the State Board of Cosmetology to issue a limited license to provide eyelash extension services; altering the definition of ""provide esthetic services"" to include providing eyelash extension services; and requiring an applicant for a limited license to provide eyelash extension services to be at least 17 years old, have successfully completed a 9th grade education or equivalent, received certain training, and passed a practical and written examination.","This bill authorizes the Maryland State Board of Cosmetologists to issue a new limited license specifically for providing eyelash extension services. It amends existing laws to include eyelash extension services within the scope of cosmetology and esthetic services, outlines training requirements (apprenticeship or instruction hours) for obtaining this license, and updates regulations for cosmetology schools, continuing education, and salon operations to accommodate the new licensure.",False,2025.0,,,State Board of Cosmetologists,"Individuals seeking to become licensed eyelash extension technicians, existing cosmetology professionals (including cosmetologists, estheticians, hairstylists, and nail technicians), cosmetology schools, beauty salons, and consumers of beauty services in Maryland.",The bill is primarily a regulatory update to incorporate a specific beauty service (eyelash extensions) into the existing professional licensing framework. It standardizes and regulates a current market practice rather than introducing new technologies or novel approaches to government services.,1,"The bill focuses on professional licensing for beauty services. While it could indirectly create or legitimize employment opportunities, which might have a very minor and diffuse economic benefit to some families, it does not directly address child poverty through specific financial aid, social programs, or direct support for children or low-income families.",1
2025 Regular Session,HB1227,Montgomery County - School Bus Stops on Highways - Alterations MC 8-25,"Applying certain provisions of law regarding school bus stops located on certain highways in Montgomery County to a school bus stop at a location for which at least 400 citations were issued in the preceding fiscal year to drivers traveling in the opposite direction of the bus stop; and prohibiting, beginning on December 31, 2028, locating a school bus stop on any highway with five or more undivided traffic lanes, except under certain circumstances.","This bill alters an existing law in Montgomery County concerning the placement of school bus stops on certain highways. It extends the implementation date by two years, from December 31, 2026, to December 31, 2028, for the requirement that school bus stops on highways with five or more undivided traffic lanes must have either a school crossing guard or a specific traffic control device. Additionally, it clarifies that this requirement applies to locations where at least 400 citations were issued in the preceding fiscal year to drivers traveling in the opposite direction of the bus stop.",False,2025.0,,,Montgomery County,"Students, parents, school bus drivers, and the general driving public in Montgomery County, particularly those using highways with school bus stops.",This bill primarily adjusts an implementation timeline and clarifies conditions for existing safety measures related to school bus stops. It does not introduce new technologies or novel government approaches.,1,"The bill focuses on school bus safety for students. While improved safety could indirectly benefit all students, including those from low-income families, it does not directly address economic hardship or poverty alleviation.",1
2025 Regular Session,HB1228,Department of Commerce - Montgomery County Agricultural Reserve Study MC 15-25,"Requiring the Department of Commerce, in coordination with certain county agencies and organizations, to study economic development in and the tourist and visitor economy of the Montgomery County Agricultural Reserve and, on or before June 30, 2026, report its findings to the members of the Montgomery County Delegation to the General Assembly; and requiring the Department to make recommendations regarding policies and programs that can help promote and preserve the Montgomery County Agricultural Reserve.","This bill requires the Maryland Department of Commerce, in collaboration with the Montgomery County Planning Board, the Montgomery County Office of Agricultural Services, the University of Maryland Extension – Montgomery County, and Visit Montgomery, to conduct a study on economic development and the tourist/visitor economy within the Montgomery County Agricultural Reserve. The study aims to deepen the understanding of the tourist impact, identify relevant businesses and sites, analyze tourism contributions, assess barriers, and develop policies and recommendations to foster the reserve's prosperity. A report detailing these findings must be submitted to the Montgomery County Delegation to the General Assembly by June 30, 2026.",False,2025.0,2026.0,,"Department of Commerce in coordination with the Montgomery County Planning Board, the Montgomery County Office of Agricultural Services, the University of Maryland Extension – Montgomery County, and Visit Montgomery","Small businesses, recreation sites, historic sites, residents, tourists, visitors, and other stakeholders within the Montgomery County Agricultural Reserve, as well as the Montgomery County Delegation to the General Assembly.","The program outlines a standard study methodology involving data gathering, visitor surveys, stakeholder interviews, and review of existing data models. While an earlier version considered geolocation technology, this was removed, leaving no particularly innovative approaches in the final text.",2,"The bill focuses on economic development and tourism within a specific agricultural reserve. While increased economic activity could indirectly benefit the broader community, there are no direct mechanisms or explicit goals within the bill to specifically address or alleviate child poverty.",1
2025 Regular Session,HB1230,Washington Suburban Sanitary Commission - System Development Charge - Exemptions MC/PG 107-25,"Requiring, rather than authorizing, the Montgomery County Council and the Prince George's County Council to grant exemptions from the system development charge imposed by the Washington Suburban Sanitary Commission for certain properties and projects located in Montgomery County; limiting the exemption to $80,000; altering the method by which the county councils establish eligibility for the exemptions; prohibiting the county councils from requiring that an applicant for an exemption own the property for which the exemption is sought; etc.","The bill amends Maryland law to require, rather than merely authorize, the Montgomery County Council and Prince George's County Council to grant exemptions from the Washington Suburban Sanitary Commission's (WSSC) system development charge for certain properties and projects in Montgomery County. It also alters the eligibility criteria for these exemptions, prohibits requiring applicants to own the property in Montgomery County, and mandates a first-come, first-served approval process in Montgomery County for these exemptions. Additionally, it requires both counties to report annually on the exemptions granted.",False,2025.0,,,"Montgomery County Council, Prince George's County Council, Montgomery County Government, Prince George's County Government","Property owners, developers, community-based organizations, child care providers, facilities for individuals with developmental disabilities, and businesses in the manufacturing or biotechnology sectors in Montgomery and Prince George's Counties, and residents who may benefit from reduced costs for affordable housing, childcare, and community services.","The bill primarily introduces administrative and procedural changes to the process of granting exemptions from a system development charge. It makes certain exemptions mandatory and sets up a first-come, first-served application process in Montgomery County. These are not innovative in terms of new technology or a novel approach to governance beyond standard regulatory updates.",2,"The bill has an indirect potential impact on child poverty by mandating exemptions for publicly sponsored/affordable housing, child care, after-school care, and programs for youth by community-based organizations. By reducing development costs for these initiatives, it could encourage more such projects, making essential services and housing more accessible and affordable for families, including those experiencing poverty. However, it's not a direct financial aid or service specifically targeting child poverty.",5
2025 Regular Session,HB1236,Queen Anne's County - Municipalities - Speed Limits,Authorizing municipalities in Queen Anne's County to decrease the maximum speed limit to not less than 15 miles per hour on highways without performing an engineering and traffic investigation.,"This bill authorizes municipalities in Queen Anne's County to decrease the maximum speed limit to not less than 15 miles per hour on highways, without requiring an engineering and traffic investigation. This gives local authorities more flexibility in setting speed limits in their jurisdictions.",False,2025.0,,,Municipalities in Queen Anne's County,"Residents, drivers, and local authorities (municipalities) in Queen Anne's County, as well as pedestrians and cyclists who may benefit from reduced speeds.","This bill is a legislative amendment that changes the procedural requirements for municipalities in Queen Anne's County to adjust speed limits. It does not introduce new technology, services, or fundamentally new approaches to government, but rather streamlines an existing regulatory process by removing a specific investigative requirement for certain speed limit decreases.",1,"The bill's focus is on modifying the process for setting speed limits in Queen Anne's County. While safer roads can contribute to overall community well-being, there is no direct mechanism within this bill that provides economic support, educational opportunities, healthcare access, or other direct interventions specifically aimed at reducing child poverty.",1
2025 Regular Session,HB1238,Somerset County - Alcoholic Beverages - Liquor Tasting License,"Establishing a liquor tasting license in Somerset County; authorizing the Board of License Commissioners for Somerset County to issue the license to the holder of a Class A beer, wine, and liquor license; and establishing liquor tasting license fees.","This bill establishes a new liquor tasting license in Somerset County, authorizing the Board of License Commissioners to issue it to holders of Class A beer, wine, and liquor licenses. The license permits the consumption of liquor for tasting, provided the liquor is authorized for sale and not charged to the consumer. It also sets limits on the quantity (not more than half an ounce per offering, and five offerings per day) and specifies the fees for the tasting license based on the number of effective days in a licensing period.",False,2025.0,,,Board of License Commissioners for Somerset County,"Holders of Class A beer, wine, and liquor licenses in Somerset County and consumers interested in liquor tastings.","This bill is a regulatory adjustment specific to alcoholic beverage licensing within a single county, establishing a new type of license for tasting events. It does not introduce new technologies or fundamentally alter government approaches, but rather expands a specific commercial activity under regulated conditions.",1,This bill focuses on alcoholic beverage licensing and has no direct provisions or mechanisms that would address or impact child poverty. It is a regulatory change for commercial activities.,1
2025 Regular Session,HB1243,Health Insurance - Coverage for Specialty Drugs,"Prohibiting certain insurers, nonprofit health service plans, and health maintenance organizations from excluding coverage for certain specialty drugs that are administered or dispensed by a provider that is an in-network provider of covered medical oncology services and complies with State regulations for the administering and dispensing of specialty drugs, if the specialty drugs meet certain qualifications; and requiring the reimbursement rate for certain specialty drugs to meet certain criteria.","This bill prohibits certain health insurers, nonprofit health service plans, and health maintenance organizations from excluding coverage for specific specialty drugs that are administered or dispensed by an in-network medical oncology provider, provided the provider meets certain criteria. It also mandates that the reimbursement rate for these specialty drugs be agreed upon by the provider and the entity, and be billed at a nonhospital level of care. The bill clarifies that the reimbursement rate may not exceed what a designated specialty pharmacy would receive, unless otherwise agreed.",False,2026.0,,,Maryland Insurance Administration; Health Services Cost Review Commission,"Individuals covered by health insurance policies or contracts in Maryland, including those with complex, chronic, or rare medical conditions requiring specialty drugs; health insurers, nonprofit health service plans, health maintenance organizations, and in-network medical oncology providers.","This bill primarily updates and modifies existing health insurance regulations concerning specialty drug coverage and reimbursement. It does not introduce new technologies or novel governmental approaches, but rather adjusts how current services are delivered and paid for within the existing healthcare framework.",2,"The bill aims to improve access to and potentially reduce out-of-pocket costs for specialty drugs for insured individuals. While better access to necessary medication can indirectly alleviate financial burdens on families, including those with children, by preventing worsening health conditions or high medical debt, it is not a direct child poverty reduction program.",3
2025 Regular Session,HB1244,Maryland Developmental Disabilities Administration Waiver Advisory Council - Establishment,"Establishing the Maryland Developmental Disabilities Administration Waiver Advisory Council to advise and provide recommendations to the Developmental Disabilities Administration on system design, service delivery, and quality enhancement strategies for the Medicaid waiver programs operated by the Administration.","This bill establishes the Maryland Developmental Disabilities Administration Waiver Advisory Council. The Council's purpose is to advise and provide recommendations to the Developmental Disabilities Administration on system design, service delivery, and quality enhancement strategies for Medicaid waiver programs. It aims to foster engagement with all stakeholders, particularly individuals with lived experience with Medicaid waiver programs, ensuring person-centered, diverse, equitable, and inclusive principles are followed. The Council will consist of voting and nonvoting members, including individuals with lived experience, service providers, family members, and representatives from various state agencies and advocacy groups.",True,2025.0,,,Maryland Developmental Disabilities Administration (within the Department of Health); Secretary of Health,"Individuals with intellectual and developmental disabilities, their families, advocates for individuals with disabilities, licensed and certified service providers, and various state agencies involved in disability services, health, housing, and human services.","The program demonstrates innovation through its strong emphasis on person-centered thinking, diversity, equity, and inclusion principles. It explicitly prioritizes input from individuals with lived experience within Medicaid waiver programs and aims to establish a direct feedback loop with all stakeholders. While not technologically innovative, its structured approach to inclusive governance and data-driven problem-solving for policy recommendations is a modern and effective approach to public service design.",6,"The bill establishes an advisory council focused on improving Medicaid waiver programs for individuals with developmental disabilities. While enhancing these services could indirectly alleviate financial burdens on families with children who have developmental disabilities, potentially impacting child poverty, the council's direct mandate is not poverty reduction. Its primary focus is on system design, service delivery, and quality enhancement for specific health and support services.",3
2025 Regular Session,HB1251,Hospitals and Medical Professional Liability Insurers - Obstetric Services Policies (Doula and Birth Policy Transparency Act),"Requiring certain hospitals to adopt certain policies relating to obstetric services and to provide evidence to the Maryland Department of Health that the hospital has the policies; requiring the Maryland Department of Health to provide certain policies to the public on request; and requiring insurers that issue or deliver medical professional liability insurance policies in the State to provide the Maryland Department of Health, on request, with information regarding the insurer's policy regarding coverage of obstetric services.","This bill, known as the Doula and Birth Policy Transparency Act, requires hospitals and freestanding ambulatory care facilities that provide obstetric care to adopt and provide evidence to the Maryland Department of Health (MDH) of specific policies. These policies must include allowing certified doulas during birth, prioritizing newborn bonding, ensuring informed consent for significant medical interventions (like C-sections or induced labor), detailing processes for receiving medical information from home birth providers, and establishing procedures for transferring pregnant persons within the facility. The MDH is mandated to make these policies publicly available upon request. Additionally, medical professional liability insurers must provide MDH with information regarding their coverage policies for obstetric services, including vaginal birth after cesarean (VBAC), upon request. The act takes effect October 1, 2025.",False,2025.0,,,Maryland Department of Health,"Birthing parents, newborns, certified doulas, hospitals, freestanding ambulatory care facilities providing obstetric care, home birth health care providers, and medical professional liability insurers.","The bill promotes a modern approach to maternal healthcare by mandating policies that enhance patient autonomy, support doula presence during birth, and ensure informed consent for medical interventions. It also addresses transparency by requiring hospitals to make their policies public and insurers to disclose coverage details, which can empower patients and improve care coordination, especially for those transitioning from home birth settings. While not utilizing new technology, these policy mandates represent a progressive shift in governmental oversight of maternal care.",6,"The program's primary focus is on improving maternal health outcomes, patient choice, and transparency in obstetric care. While better birth experiences and safer care can indirectly contribute to overall family well-being, the bill does not directly address financial or economic factors that would alleviate child poverty. Its impact is primarily within the realm of health services rather than direct economic support.",2
2025 Regular Session,HB1253,Department of Social and Economic Mobility - Established,"Establishing the Department of Social and Economic Mobility; providing for the Secretary of Social and Economic Mobility; providing the purpose of the Department is to provide support for units of State government, individuals, and businesses for the maintenance of social equity policies in the State; establishing the Department of Social and Economic Mobility Special Fund; requiring the Governor to include in the annual budget bill a certain appropriation from the Transportation Trust Fund to the Fund; etc.","This bill establishes the Maryland Department of Social Equity and Economic Mobility as a new principal department of the State government. Its purpose is to oversee, coordinate, and support social equity programs across the state. The Department consolidates existing offices such as the Office of Minority Business Enterprises, the Office of Small, Minority, and Women Business Affairs, and the Office of Social Equity from the Maryland Cannabis Administration. It is tasked with providing support to State units, individuals, and businesses for social equity policies, monitoring trends, proposing innovative approaches, and tracking program performance. The bill also creates a dedicated Department of Social and Economic Mobility Special Fund to cover operational costs and requires other State units to refer eligible individuals to the Department for connection to various programs.",True,2025.0,,,Maryland Department of Social Equity and Economic Mobility,"Maryland residents, particularly those from communities disproportionately impacted by past drug policies, small and disadvantaged businesses, minority persons (including specific racial/ethnic groups and women), individuals with disabilities, and all units of State government.","The bill establishes a new principal department dedicated to comprehensively coordinating and centralizing existing social equity initiatives, along with a mandate to track performance, conduct policy analysis, and propose new and innovative approaches to social equity programs. This structural reorganization aims to create a more unified and effective approach to state-level social equity efforts.",7,"The program has the potential to indirectly impact child poverty by fostering economic mobility and supporting disadvantaged communities and businesses. By connecting individuals to eligible State and federal programs, supporting small businesses, and promoting participation in industries like regulated cannabis for those from disproportionately impacted communities, it aims to improve family incomes and opportunities, which can in turn reduce child poverty. However, it does not provide direct financial aid or specific child-focused poverty reduction programs.",5
2025 Regular Session,HB1259,Anne Arundel County - Alcoholic Beverages - License and Permit Distance Requirements,"Authorizing the Board of Liquor Commissioners for Anne Arundel County to issue a certain dancing permit to the holder of a Class H beer and wine or beer, wine, and liquor license for a licensed premises located within 1,000 feet of a school located at the Annapolis Mall, rather than prohibiting the Board from doing so; and authorizing the Board to issue a new Class B beer and wine or beer, wine, and liquor license to an establishment located within 1,000 feet of a school located at the Annapolis Mall.","This bill modifies existing alcoholic beverage laws in Anne Arundel County, specifically relaxing distance requirements for certain licenses near schools. It authorizes the Board of Liquor Commissioners for Anne Arundel County to issue a dancing permit to Class H license holders, and new Class B beer and wine or beer, wine, and liquor licenses, even if the establishment is within 1,000 feet of a school, provided that the school is located at the Annapolis Mall. Previously, such issuances were generally prohibited within that distance of any school or place of worship.",False,2025.0,,,Board of Liquor Commissioners for Anne Arundel County,"Holders of Class H and Class B alcoholic beverage licenses in Anne Arundel County, particularly those operating establishments near a school at the Annapolis Mall, and the general public who patronize these establishments.",The bill makes specific amendments to existing regulatory distance requirements for alcoholic beverage licenses in Anne Arundel County. It does not introduce any new technologies or novel approaches to government operations or public services.,1,This bill makes minor regulatory changes to alcohol license distance requirements in Anne Arundel County. There is no direct mechanism or intent within the bill to address or impact child poverty.,1
